--- Reporte de No Match: 2026-05-26 21:30:47.986902 ---
[C_f27a8610b94af6280a9f12e485938e4b.json] https://centrale.cl/producto/mouse-kensington-pro-fit-ergonomico-negro-cable-5-botones-dpi-ajustable/ | TYPE: Mouse | PN: 27469 - K75403
[C_f8d3c51fb7f8a6e9535d00b7853cc961.json] https://centrale.cl/producto/monitor-gigabyte-gs25f2-25-full-hd-ips-200hz-freesync-premium-hdr/ | TYPE: Monitor | PN: GS25F2
[C_98a769f9dbb21162b9ea8fa5b2ab484b.json] https://centrale.cl/producto/memoria-ram-8gb-ddr4-3200mt-s-cl22-dimm-unbuffered-non-ecc-1-2v/ | TYPE: Memory | PN: KCP432NS6/8
[C_5c6bb5687790f6546208f7ef93d278dc.json] https://centrale.cl/producto/apc-easy-ups-srv-ups-montaje-en-bastidor-ca-230v-1600va-2000w-srv2krirk/ | TYPE: UPS | PN: SRV2KRIRK
[C_dc76fb772fee16d1e960ec67e809b71f.json] https://centrale.cl/producto/audifonos-lenovo-6550-anc-bluetooth-5-3-usb-c-60h-bateria-negro/ | TYPE: Headphones | PN: 4XD1S19778
[C_70618ae345ddefd4ecafcc2525b96b37.json] https://centrale.cl/producto/camara-web-logitech-brio-500-full-hd-1080p-microfono-usb-c/ | TYPE: Webcam | PN: 960-001418
[C_5dec4764437114f348cde486421c3248.json] https://centrale.cl/producto/klipxtreme-mouse-inalambrico-6-botones-2-4ghz-1600-dpi-rojo/ | TYPE: Mouse | PN: KMW-340RD
[C_434c1c1eef1784d2b2787723782748f3.json] https://centrale.cl/producto/kensington-trackball-mouse-orbit-con-cable-con-anillo-de-desplazamiento/ | TYPE: Mouse | PN: 26517 - K72337US
[C_54ad815e1510180d0087f304daa370fe.json] https://centrale.cl/producto/audifonos-poly-blackwire-3320-stereo-usb-c-teams-certified/ | TYPE: Headphones | PN: 8X220AA
[C_7eb25447d97fa66c7979b8009c6862f5.json] https://centrale.cl/producto/monitor-viewsonic-td2230-22-full-hd-ips-tactil-10-puntos/ | TYPE: Monitor | PN: TD2230
[C_13f2da43179408b68ef5edcd250120c0.json] https://centrale.cl/producto/fuente-asus-rog-thor-1600w-80-titanium-atx-3-1-modular-oled/ | TYPE: PowerSupply | PN: 90YE00V1-B0SA00
[C_94b97abc9135087ded14b961754ee1df.json] https://centrale.cl/producto/audifonos-jabra-biz-1500-duo-qd-microfono-cancelacion-de-ruido/ | TYPE: Headphones | PN: 1519-0157
[C_32ecaff5b42b0d43740db6851a16cd47.json] https://centrale.cl/producto/audifonos-jbl-tour-one-m3-over-ear-anc-bluetooth-beige/ | TYPE: Headphones | PN: JBLTOURONEM3LTTAM
[C_18d9d5225bb8602de6ef81de62b2ae93.json] https://centrale.cl/producto/teclado-logitech-k120-usb-negro-antisalpicaduras-para-pc/ | TYPE: Keyboard | PN: 920-004422
[C_b782ca0bf5ab86134433e7791ef39d87.json] https://centrale.cl/producto/teclado-apple-magic-keyboard-numerico-bluetooth-full-size-blanco/ | TYPE: Keyboard | PN: MXCJ3E/A
[C_3f4bf796f7b76e52b374f9ca18eaf938.json] https://centrale.cl/producto/ups-online-eaton-9e2000ir-2000va-1800w-rackeable-display-6-iec-c13/ | TYPE: UPS | PN: 9E2000IR
[C_92f76a77e1bf26ee4c9d9e2f8477b4d3.json] https://centrale.cl/producto/msi-tarjeta-de-video-nvidia-gt-710-2gb-64-bit-ddr3-pci-express-2-0-low-profile/ | TYPE: VideoCard | PN: 824142126905
[C_297f72d70073fd86bddd16bce1c31ad2.json] https://centrale.cl/producto/gabinete-antec-eatx-performance-1-ft-argb/ | TYPE: Case | PN: PERFORMANCE 1 FT ARGB
[C_7c5e2d84c9c6ff00079dca931d2fcef1.json] https://centrale.cl/producto/audifonos-klip-xtreme-edgebuds-tws-anc-22h-bluetooth-5-4-negro/ | TYPE: Headphones | PN: KTE-755BK
[C_e1c8e25a615cd8e4caac18e629b13a61.json] https://centrale.cl/producto/audifonos-marshall-minor-iv-true-wireless-negro-12mm-bluetooth/ | TYPE: Headphones | PN: 1006653
[C_7aaaa5fa81cd2ac351e047a8a8d094d5.json] https://centrale.cl/producto/jabra-audifonos-evolve-20-usb-c-a-supraaurales-cancelacion-de-ruido/ | TYPE: Headphones | PN: 4999-823-169
[C_6e6166db03fe9a76d93e0c826f8a0862.json] https://centrale.cl/producto/audifonos-inalambricos-klip-xtreme-zoundtune-bluetooth-25hrs-microfono/ | TYPE: Headphones | PN: KWH-010BK
[C_047c4c27f3be9ee3504eafb68bef8992.json] https://centrale.cl/producto/audifonos-binaurales-usb-kensington-k97601ww-over-the-ear-con-microfono/ | TYPE: Headphones | PN: K97601WW
[C_82e47cc46cad3a477f5fd06c1b10ebf8.json] https://centrale.cl/producto/teclado-dell-kb216-alambrico-teclas-multimedia-usb-esp-negro/ | TYPE: Keyboard | PN: 580-ADRC
[C_400e10535926dacda76c2fa2c345e309.json] https://centrale.cl/producto/aoc-monitor-gamer-de-27-curvo-va-full-hd-280hz-0-3ms-dphdmi-vesa-c27g4z/ | TYPE: Monitor | PN: C27G4Z
[C_d338bb905410575f6437c662e1d9b1d6.json] https://centrale.cl/producto/audifonos-jabra-evolve3-75-negro-bluetooth-5-3-usb-c-anc/ | TYPE: Headphones | PN: 37599-999-899
[C_3e1411d14db6e0eaaf6beb2ec3a79f1f.json] https://centrale.cl/producto/dell-monitor-p2425h-23-8-ips-full-hd-1080p-displayport-hdmi-vga/ | TYPE: Monitor | PN: P2425H
[C_fe310816e2582275600961331c1bd0bd.json] https://centrale.cl/producto/hpe-blc-modulo-de-transceptor-sfp-10-gige-455883-b21/ | TYPE: NetworkAdapter | PN: 455883-B21
[C_0aa717db42b39863fb5611a9804a9f63.json] https://centrale.cl/producto/monitor-gaming-lg-ultragear-g4-de-27-pulgadas-144-hz-27g411a-b/ | TYPE: Monitor | PN: 27G411A-B
[C_349a5e8d2c3c61ed2820a6fa26bba3a9.json] https://centrale.cl/producto/memoria-ram-16gb-ddr5-6800mt-s-cl34-kingston-fury-beast-black-expo/ | TYPE: Memory | PN: KF568C34BBE-16
[C_e333580bdd41b6a82bbab5d0638b4295.json] https://centrale.cl/producto/tarjeta-de-red-eaton-sai-tarjeta-cybersecure-gigabit-para-ups-y-pdu-network-m3/ | TYPE: UPS | PN: NETWORK-M3
[C_97f57aa524142be743d2acc26ccd6893.json] https://centrale.cl/producto/bypass-switch-forza-fdc-bs10kmr-10kva-mantenimiento-rack-19-2u/ | TYPE: UPS | PN: FDC-BS10KMR
[C_dc2539607aec84696d879a10d43cd163.json] https://centrale.cl/producto/monitor-hp-serie-5-pro-527pq-27-qhd-ips-100hz-usb-a-hdmi/ | TYPE: Monitor | PN: 9D9S0UT
[C_a09a66d625a0fae5d9daf9508f2f6425.json] https://centrale.cl/producto/monitor-samsung-lh75qmce-mon-prof-standalone-75-2-lh75qmcebgcxgo/ | TYPE: Monitor | PN: LH75QMCEBGCXGO
[C_79ed11d97086e924e443e0c63cc72444.json] https://centrale.cl/producto/monitor-lenovo-thinkvision-e27-40-27-full-hd-ips-100hz-hdmi-dp-vga/ | TYPE: Monitor | PN: 64BCMAR4CL
[C_599ccdd48b2a765f4cc9e98823ccd40e.json] https://centrale.cl/producto/audifonos-profesionales-jabra-evolve2-65-flex-ms-stereo-inalambrico-bluetooth/ | TYPE: Headphones | PN: 26699-999-999
[C_8fb09d883e27e2f86a36aca2da097a3b.json] https://centrale.cl/producto/keystone-jack-nexxt-cat6a-sin-blindaje-tipo-110-u-utp/ | TYPE: NetworkAdapter | PN: NXK-UTG00
[C_33f6bd79918c940b17ddcacfb5913b53.json] https://centrale.cl/producto/hyperx-teclado-abs-hx-red-merco-mecanico-ingles-4p4f6ai/ | TYPE: Keyboard | PN: 4P4F6AI
[C_36ec23fe632a47d64502758a89da5490.json] https://centrale.cl/producto/monitor-profesional-27-benq-4k-uhd-ips-10-bit-60hz-hdr10-400nits-pd2706u/ | TYPE: Monitor | PN: 9H.LLJLB.QBA
[C_2aaa042260284c04147ebb193998c424.json] https://centrale.cl/producto/audifono-primus-gaming-pwh-300-true-inalambrico-negro/ | TYPE: Headphones | PN: PWH-300BK
[C_07b1693223cb9bbbeb6f9b2b9e4730de.json] https://centrale.cl/producto/fuente-de-poder-650w-xpg-pylon-ii-no-modular-80-bronze-pcie-5-0/ | TYPE: PowerSupply | PN: PYLONII650B-BKCCL
[C_77f129a38c0870b9345fd9d452f6f0c6.json] https://centrale.cl/producto/tarjeta-grafica-gigabyte-rx-9060-xt-gaming-oc-ice-16gb-gddr6/ | TYPE: VideoCard | PN: 9060 XT GAMING OC ICE 16G
[C_d57339af4081708b98620ffa1c48abf7.json] https://centrale.cl/producto/kensington-teclado-inalambrico-compacto-3-conexiones-de-2-4ghz-blanco-k75504es/ | TYPE: Keyboard | PN: K75504ES
[C_aca627d62f9884e476b58a00783ab10b.json] https://centrale.cl/producto/forza-ups-sl-612ul-c-600va-360w-220v-4-salidas-iec-usb-lcd/ | TYPE: UPS | PN: SL-612UL-C
[C_c09fdafedf00fa63267dc69932ed562f.json] https://centrale.cl/producto/linksys-pack-sistema-wifi-7-velop-cognitive-mesh-2-routers-doble-banda-5/ | TYPE: NetworkAdapter | PN: LN1602
[C_c905e61401782daecc8277e908ce52cf.json] https://centrale.cl/producto/jabra-audifonos-inalambrico-evolve2-85-over-ear-noise-cancelling-usb-c-negro/ | TYPE: Headphones | PN: 28599-999-899
[C_1a4c7d6a72233fce7acf7c1010cf8e84.json] https://centrale.cl/producto/audifonos-jabra-evolve3-75-uc-bluetooth-5-3-110h-carga-negro/ | TYPE: Headphones | PN: 37599-989-889
[C_ec1bf4190de5007407fba6ac417e2fa6.json] https://centrale.cl/producto/linksys-switch-24-puertos-10-100-1000mbps-poe-4x10g-sfp/ | TYPE: NetworkAdapter | PN: LGS328MPC
[C_acdeebfd14f1a9c2035090c9eabca696.json] https://centrale.cl/producto/eaton-ups-monofasica-ups-online-6000va-rack-tower-9sx6kirt3ug2/ | TYPE: UPS | PN: 9SX6KIRT3UG2
[C_fc804bd59269efb666a68c5fea847b2c.json] https://centrale.cl/producto/monitor-gamer-curvo-34-samsung-g85sd-odyssey-oled-g8-3440x1440-175hz/ | TYPE: Monitor | PN: LS34DG850SLXZS
[C_01be198e6e5d880a9980387f5918362a.json] https://centrale.cl/producto/audifonos-inalambricos-dell-wl3024-cancelacion-ruido-headset-over-ear-bt-5-3/ | TYPE: Headphones | PN: 520-BBFL
[C_5170a45f05b7fabbbb1a9437b6c0a565.json] https://centrale.cl/producto/monitor-samsung-s40gd-24-full-hd-ips-100hz-hdmi-1-4-displayport-1-2-negro/ | TYPE: Monitor | PN: LS24D400GALXZS
[C_5aec6f7ecc2058c9457322b4bfdb90b5.json] https://centrale.cl/producto/acoplador-rj45-ethernet-cat6-startech-blanco-hembra-a-hembra/ | TYPE: NetworkAdapter | PN: C6KEYCOUPLWH
[C_027eba5d23925e2dc2769760d1bde65b.json] https://centrale.cl/producto/monitor-22-hp-serie-3-pro-full-hd-panel-ips-100hz-250nits/ | TYPE: Monitor | PN: AK2F1UT
[C_787f57f9de88a1e09984f7cda39afc4f.json] https://centrale.cl/producto/ups-online-forza-fdc-1022r-i-1000va-900w-lcd-usb-snmp-rack/ | TYPE: UPS | PN: FDC-1022R-I
[C_79312992a0219e247a66ae67d937d5ca.json] https://centrale.cl/producto/memoria-ram-8gb-ddr5-5600mt-s-cl36-kingston-fury-beast-rgb/ | TYPE: Memory | PN: KF556C36BBEA-8
[C_a356d892ec1a60831119d5a396118e5d.json] https://centrale.cl/producto/d-link-1000-base-lx-mini-gigabit-interface-converter-componente-de-interruptor/ | TYPE: NetworkAdapter | PN: DEM-310GT
[C_dd1c517fc35412279207ea952f69f9a5.json] https://centrale.cl/producto/tarjeta-video-asus-dual-radeon-rx-7600-evo-oc-edition-8-gb-gddr6/ | TYPE: VideoCard | PN: 90YV0LD0-M0AA00
[C_9e80777f7b0af6e5d472357ae1fa16b5.json] https://centrale.cl/producto/audifonos-jbl-tune-520c-usb-c-negro-over-ear-microfono/ | TYPE: Headphones | PN: JBLT520CBLKAM
[C_4cabd6a4561b3998bae7cea1e4a80764.json] https://centrale.cl/producto/ups-apc-easy-on-line-srv10ki-10kva-conversion-doble-lcd-usb/ | TYPE: UPS | PN: SRV10KI
[C_364a90631dd3a96a2ed090e526778f0d.json] https://centrale.cl/producto/mouse-klipxtreme-shadow-usb-sensor-optico-1600dpi-ambidextro/ | TYPE: Mouse | PN: KMO-111
[C_02fafa3abca334b33b5d9f1ee64ec553.json] https://centrale.cl/producto/memoria-ram-8gb-5600mt-s-cl-36-ddr5-kingston-fury-beast-black/ | TYPE: Memory | PN: KF556C36BBE-8
[C_75274248bf3aea36c6663282a85b87f6.json] https://centrale.cl/producto/auriculares-jbl-tune-flex-2-in-ear-inalambricos-negros-diseno-abierto-y-sonido/ | TYPE: Headphones | PN: JBLTFLEX2BLKAM
[C_2ab48a5985c51a4b1fde92e30ab27db6.json] https://centrale.cl/producto/disco-duro-externo-toshiba-canvio-2tb-usb-3-0-ntfs-rojo/ | TYPE: ExternalStorage | PN: HDTCA20XR3AA
[C_345c80ddeeb8cc33357f7b858e16d683.json] https://centrale.cl/producto/gabinete-gamer-cougar-duoface-pro-rgb-black-extended-atx-4-vent-argb-incluidos/ | TYPE: Case | PN: 385AD10.0001
[C_b6bdf7b36874e6e581e9a17f92f6ede7.json] https://centrale.cl/producto/mouse-gamer-logitech-g203-lightsync-optico-6-botones-azul/ | TYPE: Mouse | PN: 910-005795
[C_398878069f8320e70870bf5701d56cbc.json] https://centrale.cl/producto/audifono-con-microfono-kensington-over-ear-cancelacion-de-ruido-negro/ | TYPE: Headphones | PN: K97603
[C_334bb81bee1357d43e717e27871cb13f.json] https://centrale.cl/producto/ups-online-apc-easy-ups-srv3krirk-e-3000va-2700w-2u-rack-lcd-usb/ | TYPE: UPS | PN: SRV3KRIRK-E
[C_a855a3c15825cb6a8d6cf0da1e11be8c.json] https://centrale.cl/producto/audifonos-logitech-astro-a10-gen-2-ps5-ps4-pc-negro-microfono/ | TYPE: Headphones | PN: 939-002056
[C_a86c1e9ed9d7cfc6ae7a8de34c126e51.json] https://centrale.cl/producto/msi-tarjeta-de-video-nvidia-geforce-rtx-5060-shadow-2x-oc-8gb-gddr7-128-bit/ | TYPE: VideoCard | PN: 912-V537-038
[C_9e5a0df244f9f5b8b6eeefe1e6384f44.json] https://centrale.cl/producto/monitor-aoc-pivot-24-ips-fhd-75hz-24p2u/ | TYPE: Monitor | PN: 24P2U
[C_69d894159c95a8c3826c6eb7f86f0ad6.json] https://centrale.cl/producto/monitor-viewsonic-va2448-mhj-24-full-hd-ips-120hz/ | TYPE: Monitor | PN: VA2448-MHJ
[C_e2129b443e0ce3eeaaea38240873da35.json] https://centrale.cl/producto/jabra-evolve-75-se-ms-bluetooth-cancelacion-activa-18h/ | TYPE: Headphones | PN: 7599-842-199
[C_5fcbc24ab0b2e534ce0a6307152a0b07.json] https://centrale.cl/producto/monitor-aoc-27-fhd-100hz-ips-vesa-sin-flicker-no-posee-altavoces/ | TYPE: Monitor | PN: 27E3H2
[C_ed9e1313145c694b02ba7da5e9f511a3.json] https://centrale.cl/producto/monitor-gamer-curvo-34-samsung-odyssey-g55t-165hz-wqhd/ | TYPE: Monitor | PN: LC34G55TWWLXZS
[C_433fbcc49c1249f33e3aa10254e3b1f7.json] https://centrale.cl/producto/auriculares-trust-gxt-322c-cableado-estereo-verde-camuflaje-microfono/ | TYPE: Headphones | PN: 20865
[C_7df55c41277cf2114f04b831891b71e9.json] https://centrale.cl/producto/placa-madre-msi-pro-h610m-g-ddr5-lga1700-wifi-6e-hdmi-dp-micro-atx/ | TYPE: Motherboard | PN: 824142360644
[C_453de3435dd483df95fdcfe98357fe95.json] https://centrale.cl/producto/placa-madre-msi-pro-b850m-b-am5-ddr5-8200-oc-pcie-5-0-2-5g-lan-matx/ | TYPE: Motherboard | PN: 824142446348
[C_409e19e1034f1a77e42456beac000c86.json] https://centrale.cl/producto/mouse-gamer-logitech-inalambrico-g-pro-2-blanco-lightspeed-32-000-dpi/ | TYPE: Mouse | PN: 910-007301
[C_d2db709ed76b585468f0d1ae087057f4.json] https://centrale.cl/producto/audifonos-jbl-sense-lite-purpura-open-ear-bluetooth-ip54-20h/ | TYPE: Headphones | PN: JBLSENSELITEPURAM
[C_d5e75849721e2bd9ef00db8ff7fbc484.json] https://centrale.cl/producto/monitor-samsung-gamer-odyssey-g9-g91f-49-dual-qhd-144hz-curvo-con-hdmi-y-dp/ | TYPE: Monitor | PN: LS49FG910ELXZS
[C_3f538a1ddd525f9b5b26980d7ba1ed8b.json] https://centrale.cl/producto/monitor-dell-27-full-hd-ips-100hz-usb-c-90w-pivot-rj-45/ | TYPE: Monitor | PN: P2725HE
[C_269b317853c380d0e10d0a2b5dbd5431.json] https://centrale.cl/producto/memoria-kingston-de-8gb-ddr5-5600mt-s-non-ecc-unbuffered-dimm/ | TYPE: Memory | PN: KCP556US6-8
[C_e341e5ccc5c485b2538bda85da718041.json] https://centrale.cl/producto/proteccion-esd-ubiquiti-eth-sp-g2-para-dispositivos-poe-1gbps/ | TYPE: NetworkAdapter | PN: ETH-SP-G2
[C_4133b6c2bc5ec028f5649dd67018e730.json] https://centrale.cl/producto/audifonos-philco-dl750b-over-ear-bluetooth-5-0-40mm-bateria-12h-negro/ | TYPE: Headphones | PN: 27PLCD750B
[C_c352c9db6e81128f446956d8d9384d11.json] https://centrale.cl/producto/mini-ups-back-ups-connect-apc-12vdc-36w-iones-de-litio-para-routers-y-mas/ | TYPE: UPS | PN: CP12036LI
[C_b6746cb666bd22b1faed02bc7a09ed69.json] https://centrale.cl/producto/monitor-samsung-odyssey-g7-27-4k-uhd-144hz-1ms-hdr10-freesync-gaming-hub/ | TYPE: Monitor | PN: LS27DG700ELXZS
[C_cf967d8f294604b9d0ef875f865cb9cb.json] https://centrale.cl/producto/mouse-gamer-logitech-g502-hero-optico-11-botones/ | TYPE: Mouse | PN: 910-005550
[C_ea3a2d4db4278b652a41b2fb45d9df5b.json] https://centrale.cl/producto/mouse-logitech-mx-master-3s-grafito-inalambrico-8000-dpi-bluetooth/ | TYPE: Mouse | PN: 910-007502
[C_a4a3eab70c5a94da5670eb8171840bcd.json] https://centrale.cl/producto/klip-xtreme-audifonos-inalambrico-tws-108hr-negros-p-n-kte-500bk/ | TYPE: Headphones | PN: KTE-500BK
[C_79588852c01465e4745021784e3eea29.json] https://centrale.cl/producto/audifonos-huawei-freebuds-pro-4-bluetooth-5-2-anc-23h-bateria-negro/ | TYPE: Headphones | PN: 55037962
[C_a430faf098b3815aa36982aebd3360d2.json] https://centrale.cl/producto/conmutador-usb-pro-screenbeam-6-puertos-usb-a-micro-usb-sbusbsw4/ | TYPE: NetworkAdapter | PN: SBUSBSW4
[C_2d477701c0ef026758121b1c161a0860.json] https://centrale.cl/producto/monitor-curvo-lg-32-fhd-100hz-freesync-5ms-va-control-onscreen/ | TYPE: Monitor | PN: 32MR50C-B
[C_273397576bc496e67cdf088480a98b6d.json] https://centrale.cl/producto/fuente-poder-asus-tuf-gaming-750w-80plus-gold-full-modular/ | TYPE: PowerSupply | PN: 90YE00S3-B0AA00
[C_e83f571c4f7678ed607ee758a5b7584d.json] https://centrale.cl/producto/procesador-amd-ryzen-threadripper-9980x-64-cores-128-threads-3-2-5-4ghz/ | TYPE: CPU | PN: 100-100001593WOF
[C_21d228fc62df5b15c7736eafcbdcfb4a.json] https://centrale.cl/producto/memoria-ram-16gb-ddr5-6000mt-s-cl36-xpg-lancer-blade-black/ | TYPE: Memory | PN: AX5U6000C3616G-SLABBK
[C_d18f824edab3cd016307b5015dfe2f2d.json] https://centrale.cl/producto/audifonos-motorola-moto-buds-loop-bluetooth-ice-melt/ | TYPE: Headphones | PN: PG38C07760
[C_44925df0182f85df46b26cebb593230b.json] https://centrale.cl/producto/tarjeta-grafica-pny-nvidia-rtx-pro-4000-blackwell-24gb-ecc/ | TYPE: VideoCard | PN: VCNRTXPRO4000B-PB
[C_5405e0a1e38ecd69a0a1f32f56cce715.json] https://centrale.cl/producto/disco-hpe-msl-lto-7-fc-6tb-8gbit-s-upgrade-kit/ | TYPE: ExternalStorage | PN: N7P36A
[C_8682c36d0c1b4e5b93ab46fd7a43e6d8.json] https://centrale.cl/producto/tarjeta-de-red-apc-easy-ups-3-para-monitorizacion-y-gestion-remota-de-sai/ | TYPE: UPS | PN: E3SOPT001
[C_b039e221581946b88751f59d79b7ccb7.json] https://centrale.cl/producto/ups-online-eaton-9sx-2kva-1-8kw-9-salidas-ac-montaje-en-bastidor-lcd/ | TYPE: UPS | PN: 9SX2000IR
[C_96e146c9b97d113d84255fb00f011dfb.json] https://centrale.cl/producto/monitor-lenovo-c27-40-27-full-hd-va-75hz-hdmivga-vesa-freesync/ | TYPE: Monitor | PN: 63DDKAR6CL
[C_fe68754064a65c24a7448e7afd3c68ae.json] https://centrale.cl/producto/apc-ups-online-de-conversion-dual-easy-ups-1kva-800w-torre-srv1ki/ | TYPE: UPS | PN: SRV1KI
[C_93308a725962aa636b02d4274a15c671.json] https://centrale.cl/producto/monitor-asus-tuf-gaming-vg249q5a-23-8-full-hd-200hz-fast-ips-g-sync/ | TYPE: Monitor | PN: VG249Q5A
[C_339411157e91289526af747375e2c21a.json] https://centrale.cl/producto/cooler-master-fuente-de-poder-elite-gold-650-full-modular-certificada-80-plus/ | TYPE: PowerSupply | PN: MPX-6505-AFAG-BWO
[C_7e355f2f6fe2857fb27a3f0dad8ef71b.json] https://centrale.cl/producto/mouse-klipxtreme-vertical-everrest-6-botones-optico-1600-dpi/ | TYPE: Mouse | PN: KMW-390
